ID,Fuga,BehaviorScoring,LineadeCredito,SaldoTotal,Frecuency_Global,MonetaryValue_Global,Recency_Global
1463,741018,1,590,2500,4000,39.2857142857143,214.45,46
1464,741228,0,616,1900,99,163.5,400,32
1465,741361,0,541,1000,494,38.2222222222222,500.88,7
1466,741809,0,865,7200,186,22.4666666666667,705,24
1467,743034,0,788,4300,774,180,684.945333333333,3
1468,743191,1,427,6000,30602,7.47916666666667,151.7875,4
1469,743284,1,799,1000,58,27.8333333333333,133.5,9
1470,744148,1,496,1800,1164,20.5,868.37,296
1471,744293,1,551,1400,4498,30,127,19
1472,744443,1,671,2200,4283,62.4,230.571666666667,37
1473,744527,0,762,9300,428,110.5,133.933333333333,4
1474,744879,0,810,6200,1737,145,189.2,19
1475,744938,0,767,2600,1742,159,200.870833333333,1
1476,745078,0,673,700,69,71.5,131.258,65
1477,745121,1,580,5300,8486,12.75,262.357777777778,276
1478,745721,1,514,5100,8398,22.2666666666667,2248.77,29
1479,745850,1,682,4900,2743,12.75,1086.78,166
1480,746815,1,538,750,6082,18.4,212.448333333333,4
1481,746930,0,664,500,199,54.6666666666667,174.85,8
1482,747676,1,594,1400,621,30.3636363636364,137,14
1483,747680,0,751,2300,2192,106,943.5,73
1484,747827,1,750,13800,7772,79.5,386.91,4
1485,747899,0,855,3800,3799,41,365.229166666667,12
1486,748093,0,763,4000,328,30,75.9338461538461,2
1487,749512,0,866,1750,396,99,144.251379310345,3
1488,749782,1,871,5200,1557,35.8,339,0
1489,750393,0,713,1800,149,65,218.89,36
1490,750424,0,630,2200,238,69.6,218.05,0
1491,750522,0,600,3700,13160,9,325.78175,0
1492,750756,1,763,8700,1210,10.7741935483871,111.80625,29
1493,751741,1,520,2000,4097,10.9354838709677,53.018125,4
1494,751910,1,604,2100,6041,19.4705882352941,124.88,24
1495,752205,1,823,3200,1497,24.2857142857143,61.89,13
1496,752385,0,651,3000,1234,69.6666666666667,139.9,50
1497,752794,1,562,1000,1673,179,87.1,84
1498,753044,0,720,5200,91,73,253.645,30
1499,753333,1,433,500,98,41.1428571428571,193.1775,51
1500,753484,1,535,1800,4538,27,1145.94666666667,24
1501,753571,1,667,2400,353,8.66666666666667,466.65,149
1502,753802,1,701,3100,1667,35.9,1259.9,2
1503,754245,1,531,3400,9443,13.0740740740741,111.49,4
1504,754331,0,697,1400,767,40.625,307.3,15
1505,754534,0,652,3400,3192,43.2857142857143,174.02,0
1506,754592,0,707,2900,2857,16.5454545454545,279.471428571429,0
1507,754883,0,669,1900,999,69.2,257,7
1508,755427,0,608,2500,6771,42.125,469,6
1509,757032,0,802,2700,72,24.2142857142857,95.1246666666667,22
1510,757135,1,608,2700,12871,44.3333333333333,211.95,66
1511,757658,0,733,3600,1025,54.6666666666667,485.405,92
1512,758013,1,410,2000,6550,18.6315789473684,132.933333333333,4
1513,758547,1,366,1000,445,9,44.45,334
1514,758606,0,841,6600,266,33.0909090909091,127.995,0
1515,759162,0,688,5100,14723,17.0833333333333,543.809615384615,7
1516,759417,1,284,2700,2364,27.8333333333333,293.715,19
1517,759433,1,369,1800,5115,9.61111111111111,85.9,131
1518,760163,0,558,1200,817,33,183.79,14
1519,760356,0,623,15000,20887,5.01449275362319,384.977571428572,9
1520,760829,0,681,2600,3467,72.8,88.5458823529412,0
1521,761513,1,495,1600,2012,19.5,1296,241
1522,762149,1,438,700,1028,32,60.15,323
1523,762267,1,700,600,436,119,382,28
1524,762414,1,642,1800,2659,12.6666666666667,297.152857142857,17
1525,763092,0,468,600,491,27.9090909090909,392.3,44
1526,763551,0,697,7600,872,119,93.3666666666667,0
1527,766102,0,748,1500,645,91.5,220.625,38
1528,767378,0,709,1500,142,32.6,133.207272727273,35
1529,767396,0,762,700,729,204,275.975714285714,8
1530,767589,0,640,4100,15167,37,395.256666666667,0
1531,768462,1,694,1400,748,5.5,305.783333333333,338
1532,769180,0,720,5500,532,67,112.148333333333,1
1533,769832,1,811,4800,157,13.6875,270.455882352941,9
1534,770661,0,651,8400,8746,63.3333333333333,41.525,19
1535,770665,0,536,700,660,116,204.373333333333,67
1536,770873,0,668,3000,5909,59.5,349.644893617021,0
1537,770877,0,884,8400,3959,35.1,508.636363636364,10
1538,771090,0,601,3200,1752,21.0625,421.954117647059,15
1539,771534,0,646,1260,460,41,409.025,117
1540,771899,0,650,900,929,61,154.165333333333,31
1541,772322,0,718,3300,667,115,954.125,0
1542,772731,0,652,2600,1856,75.25,447.968,0
1543,773346,0,508,720,762,40,86.5485714285714,9
1544,773439,0,630,2100,1530,42.5,83.6285714285714,48
1545,773844,0,618,5200,3845,266,20.35,33
1546,774563,1,605,900,779,8,132,217
1547,775256,0,402,8000,12964,23.8,171.666666666667,163
1548,775656,1,626,4800,3614,27,277.8,335
1549,775951,1,786,600,172,22.2666666666667,88.6666666666667,14
1550,777346,1,638,3000,119,3,348,209
1551,777451,1,804,3000,2886,40.3333333333333,627.95,92
1552,777902,1,662,2050,653,18.5,602.85,97
1553,778439,0,653,6100,25996,110,603.407666666667,1
1554,778509,0,911,6600,2035,21,432.169375,4
1555,779120,0,485,3600,3678,29,176.713,46
1556,779355,1,559,2600,4667,22,2224,331
1557,779357,1,518,800,1482,12.1666666666667,200.996153846154,225
1558,779917,0,765,2000,873,319,309.175,39
1559,780492,0,893,9500,2543,47.7142857142857,615.61625,19
1560,780661,0,410,1050,690,63,398,53
1561,780770,0,542,4500,1376,24.5714285714286,164.60046875,8
1562,780845,0,788,2900,441,56,256.9525,4
1563,781529,0,514,2850,4630,43,661.622222222222,9
1564,782905,1,562,2400,2220,141.5,408.885,50
1565,783247,0,504,1350,3304,54.2,414.083333333333,43
1566,783321,0,665,1700,3347,85.6666666666667,81.825,51
1567,783535,1,769,6000,1980,25.3333333333333,136.325,116
1568,783762,1,448,800,1543,23.75,209.25,261
1569,783859,0,559,900,306,52.8333333333333,96.7111111111111,28
1570,784769,0,773,20000,2481,53,370.128571428571,4
1571,784843,0,296,700,557,19.5,150.25,101
1572,785095,1,426,800,294,27.6363636363636,515,44
1573,786324,0,606,3600,8005,87.25,671,3
1574,787071,1,335,4600,3589,14.2727272727273,192.081111111111,203
1575,787072,0,540,500,324,160,248.6,0
1576,788318,0,634,2200,7142,96,151.731666666667,30
1577,788859,1,465,1700,7810,11.5,37.53,296
1578,789222,0,632,2300,4616,67.3333333333333,2098.26,148
1579,790033,0,407,800,511,55.4,125.086666666667,85
1580,790182,1,462,900,824,32,260.35,14
1581,790405,0,573,2100,719,11.5,334.7,1
1582,790590,1,689,1440,9795,48.5,212.265,190
1583,790629,0,662,2400,85,24,196.101,107
1584,791105,0,933,8900,107,9.8,70.5755555555556,18
1585,791186,0,575,1400,1912,92.3333333333333,103.1,27
1586,791188,0,515,1800,4034,24.5,100.933333333333,14
1587,791528,1,766,4500,287,25,252.175,2
1588,791651,0,743,3000,375,24,686.9,2
1589,791945,0,629,2100,1159,186,104,1
1590,792642,1,653,2700,1909,17.75,564.326,196
1591,792725,0,839,600,93,94,355.43,97
1592,793003,0,812,3200,260,314,96.2088235294118,0
1593,793310,0,678,1900,1712,24.8571428571429,215.542,0
1594,793484,1,780,2000,582,12.8333333333333,527.35,155
1595,793620,0,819,2800,336,140,614.55,2
1596,794772,0,757,5500,277,87.3333333333333,346.455,18
1597,795374,0,695,15000,5880,52.1666666666667,177.212530120482,7
1598,796211,0,560,5600,18699,22.4375,525.42,4
1599,798555,0,767,4200,284,111.5,89.9666666666667,14
1600,798993,0,532,900,307,69.2,283.483333333333,4
1601,799150,0,626,2850,2191,77,263.246666666667,9
1602,799956,0,546,1400,1680,71,166.625,47
1603,800023,0,330,1100,1060,89.6666666666667,322.1,26
1604,800633,0,570,4100,3634,38.8333333333333,496.845714285714,119
1605,800810,1,352,11600,14384,13,300.146666666667,19
1606,802249,0,728,4100,2529,41,709.333333333333,17
1607,804456,0,790,2000,2813,17.3636363636364,238.0832,0
1608,804984,1,883,12400,6958,15.5,333.122222222222,235
1609,805515,0,870,1050,419,63,284.122222222222,2
1610,805560,0,790,6500,3186,19.4705882352941,225.486097560976,2
1611,805784,1,503,2200,2648,11.258064516129,88.0121875,4
1612,806425,0,602,8100,10620,19.2666666666667,466.599375,1
1613,807008,0,703,2400,2066,39.75,93.9725,7
1614,807151,1,805,2000,107,9,999,313
1615,807173,0,226,1500,5027,39,172.633333333333,9
1616,807565,0,660,1000,828,245,87.2,19
1617,810641,0,792,1400,670,79,223.75,24
1618,810656,0,684,2100,809,71.3333333333333,215.925,2
1619,811230,1,606,5400,5421,12,199,151
1620,811661,0,526,4000,1692,64.4,313.55,35
1621,811990,0,669,3100,1661,58.5,304.9,7
1622,812001,1,719,5800,837,25.5,198.666666666667,190
1623,812496,0,484,500,73,128,38.775,226
1624,812837,1,429,700,96,7,310.58,181
1625,812912,1,597,1200,792,25.1666666666667,211.75,73
1626,812954,0,473,1400,3720,53.5,247.21,29
1627,814428,0,763,2600,476,78.5,123.899428571429,27
1628,814648,1,327,2100,2787,12,143.95,14
1629,814826,1,765,1200,142,6,222.846666666667,156
1630,815190,1,289,3800,4077,25.5,342.526666666667,14
1631,815467,1,438,900,323,15.3333333333333,191.79,237
1632,815484,1,456,800,175,23.3333333333333,195.75,260
1633,815572,1,731,3400,100,37.1111111111111,289.33,21
1634,816465,1,706,2800,5034,3,657,308
1635,816699,1,747,4300,1525,15,1525,2
1636,816843,0,691,4400,4101,81.5,821.5,0
1637,817739,0,632,900,732,155,105.42,0
1638,818031,0,670,2100,921,142,104.878235294118,11
1639,818426,1,588,7000,1261,50.75,519,152
1640,818674,1,708,3000,4109,2,3430.49,169
1641,818694,0,612,4600,1423,73.5,588.438888888889,30
1642,819583,0,833,7100,3400,159,414.297391304348,0
1643,820430,0,784,6600,2249,43.75,470.635555555556,2
1644,820856,0,614,1000,383,30.5,539.2,34
1645,820944,0,754,3600,2002,132,196.2,36
1646,820988,1,698,1100,677,81.75,925.6,26
1647,821494,0,371,700,734,126,113.65,27
1648,821561,1,568,6600,12511,13.56,74.4,4
1649,821860,0,828,11700,9608,79,414.25,6
1650,822286,0,453,800,464,40,61.9461111111111,7
1651,822506,0,630,600,275,196,184.656666666667,32
1652,822686,1,460,800,771,12.3703703703704,67.865,29
1653,822763,0,667,5220,7430,65.75,184.029411764706,18
1654,823455,1,720,4100,3054,17,718.135,279
1655,823693,0,506,900,966,108,616.4,46
1656,824178,0,797,500,115,54.6666666666667,127.125,64
1657,825008,0,688,6200,1642,35.5,108.860833333333,0
1658,825055,0,571,1400,3428,38,184.2,133
1659,825147,1,581,500,543,24.25,292.32,14
1660,825177,1,657,2100,1901,1,373.8,309
1661,825674,0,728,1000,112,33.4444444444444,91.591,21
1662,825993,1,716,1400,781,10,369,290
1663,826029,1,610,2100,427,39.6666666666667,429,21
1664,826224,0,731,6400,8486,38.1111111111111,348.653,20
1665,827040,1,749,1700,180,278,339.5,80
1666,827569,1,851,5900,2117,68.3333333333333,163.3,147
1667,827795,0,776,4900,3681,147,192.298,20
1668,828472,0,539,2000,5165,168,119.5,75
1669,828734,0,678,800,335,62,302.094285714286,32
1670,829105,1,762,2800,190,14,91.725,146
1671,829760,0,740,20000,1301,48,220.75,182
1672,830056,1,443,1300,1248,29,304.505,306
1673,830275,0,677,2200,2413,26.1,68.9145454545455,22
1674,831081,0,537,2100,1324,29.1818181818182,176.9375,36
1675,831777,1,508,2000,398,21.7333333333333,648.95,24
1676,833202,1,457,2050,473,24.5,181.853333333333,286
1677,833792,1,556,1440,72,17.4285714285714,236.76,179
1678,833812,0,585,5000,8651,27.4615384615385,165.794666666667,1
1679,834128,0,687,3100,230,98,325.02,98
1680,834296,0,704,2700,1803,97,261.766666666667,4
1681,834904,1,362,2900,2845,25.5,364.8,228
1682,834934,0,667,1400,644,116,87.19,87
1683,835431,0,576,500,178,22.3333333333333,166.2625,85
1684,836106,0,891,5900,591,81.5,184,0
1685,836866,1,578,1400,1409,23.5,207.4,12
1686,837081,1,339,1600,2361,33.5,211.96,232
1687,837149,1,391,4200,17579,2.5,488,159
1688,837714,1,738,800,297,70,240.15,9
1689,838468,1,627,1800,1136,14.9565217391304,119.8,9
1690,838797,0,852,8200,260,27.2307692307692,313.441428571429,0
1691,838932,0,768,3000,484,76.6666666666667,83.95,3
1692,839274,1,626,1800,888,2.5,758.8,181
1693,839899,0,701,1600,616,51,71.4742857142857,2
1694,840100,1,563,3400,551,21.5,588.5,44
1695,840685,0,570,2000,10163,49.8333333333333,1219.71857142857,59
1696,840759,0,696,1080,653,81.3333333333333,75.8628571428571,18
1697,841437,0,399,1000,465,90,757.49,14
1698,841567,0,705,1600,890,39,92.8166666666667,102
1699,841719,1,609,1000,642,9,108.45,204
1700,841767,0,706,7600,7810,183,185.675,9
1701,842464,0,777,1200,273,41,280.75,4
1702,842830,0,516,1700,1826,75.5,85.2466666666667,9
1703,843583,1,454,1000,5481,27.8333333333333,102.086666666667,29
1704,843951,1,782,700,211,22.2666666666667,83.523125,21
1705,844228,0,568,800,644,194,232.426666666667,14
1706,844442,0,639,1800,675,83.75,177.512,0
1707,844527,0,593,3600,6401,34.3,353.427272727273,0
1708,844709,0,808,1600,138,31.7,131.186363636364,12
1709,844810,1,817,2200,100,13,89,53
1710,845585,0,941,6600,234,103,405.25,1
1711,845597,1,742,4100,2276,25.6923076923077,27.45,24
1712,845667,0,835,1440,204,35.2,155.836111111111,2
1713,845793,0,686,3200,2898,196,72.1,13
1714,846103,1,531,2400,1346,12.6296296296296,94.46,4
1715,848469,1,775,5900,88,22.2666666666667,116.5,4
1716,848901,0,625,2300,1586,152,122.125555555556,24
1717,849152,1,602,2000,1113,191,129.4,111
1718,849165,0,676,2300,1294,72.5,293.675,195
1719,849296,0,811,3800,910,21.1538461538462,199,15
1720,849315,0,769,3600,189,106.5,131.066666666667,25
1721,849899,1,737,4100,2723,25.3333333333333,139.567142857143,89
1722,850011,0,695,2600,973,111,557.24,10
1723,850215,1,429,700,1535,14.3478260869565,202.675,34
1724,850725,1,737,2800,1574,15,174.4,12
1725,851080,1,478,1100,438,16.8888888888889,303.315,34
1726,851575,0,738,600,753,180,368.42,4
1727,852841,0,779,1800,1804,45.25,684.20125,6
1728,853323,1,557,2500,91,13,119.6,171
1729,853381,0,789,1200,146,54,75.596875,14
1730,853433,1,789,7200,1259,24.9,833.62,5
1731,854420,0,638,2200,2403,156,196.4,16
1732,854473,1,516,3800,3319,27.6666666666667,53.0333333333333,4
1733,855941,1,660,1600,538,19.8571428571429,87.1166666666667,76
1734,856152,1,657,1800,300,22,504.35,324
1735,856201,1,510,1000,167,14,499,4
1736,857228,0,377,600,542,27.6666666666667,162.573333333333,0
1737,857264,1,529,9000,12930,16.5454545454545,156,171
1738,858639,0,474,2400,7682,131,117.3,4
1739,858666,1,385,700,7401,24.5,34.3333333333333,299
1740,858906,0,845,500,359,15.4285714285714,93.6553333333333,19
1741,859058,0,654,500,472,141,222.725,9
1742,859061,0,585,1000,1009,198,360,165
1743,859108,0,726,9900,5782,86.3333333333333,531,93
1744,859293,0,646,2800,2541,49.1666666666667,124.452,14
1745,861029,1,576,900,724,90.5,214.53,1
1746,861230,0,710,500,332,144,64.3,1
1747,861400,0,761,1800,97,79.5,172.533333333333,23
1748,861936,0,651,3600,3872,22.3333333333333,527.5845,0
1749,862421,1,476,900,888,39.6666666666667,134,5
1750,862621,0,767,3600,451,73.6666666666667,656.4,3
1751,862687,0,461,1100,843,66,126.464347826087,9
1752,862998,0,377,700,422,51.8333333333333,899,23
1753,863733,1,784,1400,387,18,128.036666666667,12
1754,863966,0,574,1620,695,46,203.95,0
1755,864757,1,817,2000,525,54,183.5,91
1756,864840,0,642,1800,1415,65,197.9,12
1757,864874,1,828,4400,2103,10.5,1019.63333333333,238
1758,865037,1,370,5000,3055,3,257.85,176
1759,865323,1,509,600,364,63,296.25,111
1760,865667,1,634,1080,4873,6,199.585,18
1761,866254,0,700,1700,2793,132,520.25,10
1762,866946,0,752,3400,1191,146,338.993333333333,5
1763,868477,0,788,3700,1965,89.6666666666667,629.410666666667,3
1764,868478,1,526,1500,6234,40,123.306666666667,135
1765,868559,1,674,1800,2001,18.7222222222222,490.975,6
1766,869514,1,441,1850,428,12.4615384615385,344.3,39
1767,869613,0,729,2300,1700,43.1666666666667,224.914285714286,63
1768,869818,1,781,700,249,37.6666666666667,320.7,212
1769,870122,0,835,600,472,28,149.98125,6
1770,873762,0,707,1000,325,9,889,97
1771,873985,1,696,1600,546,16.45,789,35
1772,874050,1,693,1800,1241,2,817,153
1773,874315,1,420,800,127,19.5,89.4,4
1774,876787,0,502,2200,795,146,349.496666666667,70
1775,877063,0,617,5200,9809,64.3333333333333,426.7,26
1776,877579,0,665,2200,746,131.5,184.023333333333,21
1777,878649,0,612,1800,3159,44,233.77625,8
1778,879628,0,756,2600,1530,56.6666666666667,118.652222222222,11
1779,879690,0,382,540,246,92.5,201.333333333333,15
1780,879998,0,765,1000,417,66.25,394.1,8
1781,880174,1,634,1200,608,30,365.6,147
1782,880240,0,593,2600,642,55,335.465,31
1783,880574,1,437,700,781,101,512.79,175
1784,880753,1,672,2100,1247,25,243.466666666667,61
1785,881018,1,835,3100,125,12.25,130.1,192
1786,881157,1,421,2300,1749,27.5,89.5,40
1787,881486,0,790,3000,376,61.6666666666667,204.75,2
1788,881839,0,837,1900,870,80,190.506666666667,1
1789,882605,0,629,1000,166,88,708.455,13
1790,882664,0,738,500,433,71.5,353.9,8
1791,883220,1,475,800,1800,27,60.3,295
1792,884550,1,533,1440,1750,30.3636363636364,2344,14
1793,885732,0,680,1200,976,110,260.78,4
1794,886269,1,695,800,441,23,12.29,329
1795,886564,1,477,800,263,11,149.95,47
1796,886783,1,304,3240,290,14,439.45,272
1797,888031,0,587,2000,905,63,1122.63,162
1798,888070,0,535,1800,1096,35.875,226.612222222222,67
1799,888842,0,744,1500,223,59.1666666666667,99,2
1800,889225,0,654,2800,1375,32.8333333333333,639.69,9
1801,889737,1,533,4100,4533,29.75,305.34,212
1802,890165,1,704,1800,461,50.25,131.18,152
1803,890507,0,717,5200,1865,58,795.733333333333,24
1804,894549,0,615,2600,625,12.5714285714286,211.804827586207,9
1805,894769,0,843,9700,7858,45.6,752.28375,0
1806,895029,0,713,6800,351,52.3333333333333,208.737142857143,38
1807,895440,0,572,2000,513,35.5,58.28,55
1808,895487,1,585,7800,9486,19.5,697.383181818182,153
1809,895568,0,668,4400,1059,33,339.55,84
1810,895604,0,60,20000,61,133.5,475.076666666667,6
1811,896191,1,756,7900,2465,27.8333333333333,989.8,19
1812,896355,1,561,8100,9980,13,496.87,4
1813,897167,0,382,6600,7254,28.5,154.86,62
1814,897704,1,713,2500,620,13.68,383.64,1
1815,898247,0,375,1400,552,54.25,255.3,26
1816,898349,0,921,7500,222,63.4,222.836875,6
1817,898771,0,384,2000,1687,134.5,125.866666666667,15
1818,898995,0,639,2600,3520,86,202.57,11
1819,900490,1,688,4000,710,67,578,48
1820,900737,1,978,15600,1832,11.5,589.35,17
1821,901139,0,691,5800,2288,42.6,197.786363636364,20
1822,902196,0,864,4600,469,36.7777777777778,187.024,4
1823,903634,1,575,13700,22564,11.4666666666667,610.430666666667,4
1824,903829,1,601,20000,35949,27.8333333333333,552.572857142857,9
1825,903902,1,832,8800,440,17.5,124.86,154
1826,904251,1,767,20000,2578,15.6,305.48,160
1827,907339,1,463,3000,5363,10,2921.5,187
1828,907471,1,269,17000,9648,16,100.19,267
1829,907545,0,711,11000,3372,14.15,198.732380952381,9
1830,909660,0,657,4600,2786,92.3333333333333,170.666666666667,21
1831,910796,1,311,2300,19913,1,149.825,328
1832,910956,1,314,3400,3528,15.3636363636364,65.0434782608696,26
1833,911699,1,794,4600,1066,30.3333333333333,2769,29
1834,911861,0,478,3500,3512,59,73.305,7
1835,912878,0,674,18600,4219,45,249.624,7
1836,912909,0,730,2100,1152,72.75,322.82,4
1837,913752,0,837,6200,1078,224,2284.5,10
1838,914568,0,660,2900,2165,19.5,962.333333333333,123
1839,914641,1,747,1800,564,11.1111111111111,27.348,251
1840,914844,0,638,1600,3044,9.82352941176471,335.626571428571,15
1841,915075,1,444,1600,5384,1,29.5,313
1842,915753,1,826,2300,532,9,1656.5,15
1843,916515,0,724,2300,1543,32,2617,2
1844,918432,1,472,2000,405,30.3636363636364,711.233333333333,14
1845,919199,0,543,1800,2973,30.5,138.871428571429,58
1846,920493,1,600,3000,3201,13,77.1,0
1847,921520,0,644,1080,920,174,1499,5
1848,921650,1,500,7200,234,7.05882352941176,47.2933333333333,241
1849,921678,0,675,900,775,94.3333333333333,71.9805,0
1850,921762,0,658,700,365,51.5,139.542857142857,7
1851,921864,0,708,1600,478,30.3333333333333,198.636,29
1852,922232,0,706,2900,512,49.3333333333333,268.8825,10
1853,922399,0,663,2300,5182,44,410.296,4
