ID,Fuga,BehaviorScoring,LineadeCredito,SaldoTotal,Frecuency_Global,MonetaryValue_Global,Recency_Global
1879,937480,0,675,2600,1282,15,55.8133333333333,32
1880,937677,0,690,1900,2097,45.7142857142857,215.835555555556,6
1881,937945,0,518,800,409,107.666666666667,159.723333333333,2
1882,938122,1,722,2000,926,13,218.4,140
1883,939522,0,849,8700,430,83.75,3439.8,2
1884,940250,0,693,1980,1942,69.75,373,82
1885,940777,0,465,5500,11167,35.1111111111111,86.2445,0
1886,941519,0,792,900,957,221,383.4,11
1887,941957,0,559,2500,2443,29.1,236.183636363636,2
1888,942221,0,933,500,380,73.5,105.7575,2
1889,942486,0,837,4000,819,25.9230769230769,141.377142857143,9
1890,943434,1,529,500,1731,14,1038.1,292
1891,944359,0,587,4800,2717,55.6,213.988333333333,6
1892,944366,1,435,2100,450,7,253.366666666667,319
1893,945998,1,399,800,502,20.2666666666667,79.2023076923077,34
1894,946929,0,751,3200,1706,36.2857142857143,321.042580645161,0
1895,947237,0,612,9600,9058,33.6,348.233333333333,27
1896,947355,0,749,2500,305,61.6666666666667,151.01,5
1897,947589,1,513,2100,3277,63,306.8725,132
1898,948409,0,839,7400,2859,35.1,163.573571428571,0
1899,949085,1,526,2300,3206,30.3636363636364,254.6,4
1900,949109,1,659,900,757,25.5,239.633333333333,4
1901,949659,0,449,1400,1249,32,148.8275,0
1902,950162,1,739,800,465,23,330,21
1903,951784,0,757,2100,522,55.5,455.5,15
1904,952723,0,725,500,351,63,59.45,2
1905,954013,0,716,800,151,44.3333333333333,63.475,2
1906,955546,0,627,800,265,24.875,272.4,154
1907,955708,0,665,3200,2597,158,82,14
1908,957410,0,635,2600,7352,37.5714285714286,891.1875,19
1909,957584,1,495,800,563,12,440.255,135
1910,957859,0,478,7700,14501,43,126.412666666667,3
1911,958006,0,629,3600,3395,62.75,268.159090909091,16
1912,958969,0,650,2500,4523,19.2142857142857,342.202857142857,1
1913,959158,1,578,1800,2235,8.65,202.7912,9
1914,959415,1,478,700,320,104.5,223.205,134
1915,959712,0,650,1500,656,44.5,235.61,0
1916,960299,0,514,700,685,87.5,204.96,1
1917,960919,1,641,2600,771,18.3333333333333,57.4314285714286,250
1918,960962,1,678,3000,5470,13.375,93.9222222222222,153
1919,962509,1,433,1980,1868,10.875,133.7,9
1920,963031,0,558,1200,1248,61,218.76,8
1921,963290,0,718,1000,947,43.2857142857143,138.616666666667,5
1922,963516,1,475,4700,14469,15,1075.65555555556,14
1923,964190,1,315,6700,4558,15,400.285714285714,246
1924,965283,0,558,1100,5242,205,557.125,23
1925,966423,1,495,1400,2433,23,194.26,14
1926,966878,0,698,1800,462,75.5,370.5,20
1927,967563,1,432,5700,5682,9.92857142857143,847.083333333333,10
1928,968148,1,583,2400,7932,14,134.99,337
1929,968157,1,453,1400,341,1,367.44,308
1930,968674,1,803,5300,1295,12,134.65,171
1931,969105,1,678,3100,3490,18,203,193
1932,969164,0,716,540,309,68.4,103.8,1
1933,969238,0,555,1400,2129,90,267.698076923077,1
1934,969641,1,383,1800,4084,16.7,507.799090909091,194
1935,969704,0,778,1200,350,43.2857142857143,215.3925,7
1936,969876,1,378,1400,4935,13,267.8,330
1937,971188,0,839,4600,778,119,171.639090909091,0
1938,971686,1,608,900,518,14.25,173.592222222222,220
1939,971929,1,609,1300,1554,21,997.025,213
1940,971981,1,543,1000,257,26.3333333333333,159.4275,34
1941,972477,1,783,4100,2257,15,1619.135,6
1942,973489,0,725,5800,303,76.3333333333333,237.65,105
1943,973629,1,409,2400,5560,24,451.33,171
1944,974603,1,408,1400,79,30.3636363636364,101.45,29
1945,974807,0,705,1000,1055,21,17.1236363636364,143
1946,974888,1,623,1000,3030,10,139.95,302
1947,974954,1,653,600,823,32,599.9,23
1948,975281,0,832,500,542,21.3125,127.621764705882,9
1949,976060,1,531,900,2617,19.6470588235294,341.222,9
1950,976559,0,524,2000,1579,17.4615384615385,170.735714285714,91
1951,976646,1,653,5600,7433,43,316.485,197
1952,976989,1,568,800,1330,20.4,143.521666666667,9
1953,977254,0,698,720,148,129,30.64,14
1954,977626,1,618,1000,165,95,249.5,136
1955,977694,0,952,8700,2509,12.9230769230769,625.3,8
1956,978052,1,456,1300,1246,14.5,718.45,196
1957,979029,1,808,4800,110,23.5,131.06,164
1958,979030,0,700,5000,367,30.5,581.15,4
1959,980604,1,731,3200,7962,31,162,165
1960,981622,1,637,3300,5399,19.6666666666667,442.5825,245
1961,981645,0,582,2400,3575,63,545.612,7
1962,982087,1,382,1800,2737,8.70731707317073,49.27,4
1963,982297,0,596,1400,3247,40,275.514285714286,19
1964,982643,1,648,800,96,14.16,698.5,4
1965,982834,0,767,600,299,20.4117647058824,217.803333333333,16
1966,984968,0,575,1000,961,220,181.6,64
1967,985804,0,806,3200,570,38,1104.69,70
1968,985940,1,556,3000,14679,27.8333333333333,101.65,14
1969,986717,1,445,1200,833,8.5,467.516666666667,235
1970,986860,0,827,600,62,111.333333333333,61.6075,26
1971,986880,0,757,3500,11767,37.125,34.9,7
1972,987395,1,640,5900,2005,1.5,495.566666666667,360
1973,987483,0,786,1600,813,28,361,49
1974,987783,0,628,2300,3834,57.5,46.3,203
1975,988228,1,526,6300,6191,38,2397,83
1976,988319,1,702,1300,449,17,1123.05,266
1977,988681,1,629,1400,629,7,280.23,139
1978,989055,1,519,700,1015,20,1189,210
1979,990686,1,472,800,588,22.2666666666667,118.3,14
1980,990729,1,394,1400,2615,26.5,172.4,235
1981,990783,1,401,2000,2355,9.82857142857143,101.311111111111,9
1982,991576,0,697,3100,7710,13.2666666666667,38.775,10
1983,992520,0,685,5900,15061,132.5,1045.26,14
1984,992526,0,718,900,950,73.75,180.783333333333,14
1985,992539,0,703,3300,1010,54.5,353.125,12
1986,992848,1,574,800,682,17.8,48.5516666666667,266
1987,993269,1,432,2100,4562,21.1818181818182,380.3,117
1988,993324,0,797,4800,443,26.2,375.5,4
1989,994313,0,725,1800,3074,70.3333333333333,297.725,99
1990,994775,1,711,700,467,7,1236.925,299
1991,994834,0,541,1400,1292,27.8333333333333,415.63,9
1992,995304,0,814,4800,5985,34,349.2,227
1993,995828,0,758,16400,13927,76.5,1027.97727272727,0
1994,996774,1,376,2600,4367,19,160.83,297
1995,997712,0,822,7400,8155,76.5,329.34125,5
1996,998373,0,556,1100,2688,40.3333333333333,454.314285714286,8
1997,998482,1,561,1400,2643,21.5,932.966666666667,239
1998,998660,1,425,2200,6733,14.6521739130435,239.138888888889,24
1999,998858,0,757,1350,224,53,179.04,36
2000,999021,0,774,1000,149,41.5,55.7,117
2001,999222,0,808,700,142,97.3333333333333,92.79,25
2002,999377,0,649,3100,579,28.0833333333333,256.948461538462,20
2003,1000572,0,667,700,649,32.2222222222222,119.952,31
2004,1000825,0,732,1000,439,26,81.3,3
2005,1001005,1,620,700,856,5,421.95,20
2006,1001067,0,738,1500,788,65.5,146.8,4
2007,1001147,0,581,2400,33113,27.8333333333333,200.66,24
2008,1001650,0,603,1000,2440,300,390.45,30
2009,1002774,1,762,1100,272,10,427.21,21
2010,1003103,0,614,1700,1528,84,967.035,1
2011,1003356,0,583,600,342,63,202.976666666667,19
2012,1003415,0,586,800,682,22,330.96,9
2013,1003662,1,749,2600,573,11,150.533333333333,160
2014,1005325,0,670,5000,5641,65.5,558.854285714286,4
2015,1005461,0,343,700,838,29,215.1,4
2016,1006429,1,434,800,709,23.1428571428571,625.75,29
2017,1007119,0,578,500,494,80,174.686363636364,1
2018,1007741,1,630,5000,16569,30.3636363636364,445.5,29
2019,1007830,1,631,7000,63,5,56.9,155
2020,1007948,0,650,2300,1082,299,372.35,28
2021,1008235,1,328,500,543,27.8333333333333,59.8,9
2022,1008267,0,500,600,116,51.5714285714286,201.66875,2
2023,1008318,0,630,2700,87,83,64.45,1
2024,1008333,1,536,600,1830,18,153.65,320
2025,1008752,1,586,800,392,24,78.875,4
2026,1009711,0,757,500,441,35.8,92,8
2027,1009960,0,629,1800,2389,95.6666666666667,379.7,0
2028,1009989,1,693,1000,522,4,296.45,199
2029,1011201,0,556,900,1100,61,150.263333333333,34
2030,1011651,0,617,950,2198,49.25,314.8,4
2031,1012305,0,794,2800,495,60,304.475,1
2032,1012380,1,625,500,489,48.6666666666667,138.7,27
2033,1012792,0,480,500,490,290,77.55,9
2034,1012932,0,486,3100,14816,116.5,1144.7525,51
2035,1013060,0,637,5600,2454,88.6666666666667,590.1,5
2036,1013332,0,584,2000,2016,20.875,190.817142857143,9
2037,1013368,0,444,1500,589,20,279,42
2038,1013577,1,651,700,244,12.6666666666667,287.35,164
2039,1014439,0,748,500,378,71.75,241.16,4
2040,1015027,0,701,2500,152,67,815.9525,4
2041,1015115,1,679,2100,820,50,107.695,61
2042,1015674,0,601,800,966,151,177.29,19
2043,1016433,0,678,700,432,35.8571428571429,604.48125,0
2044,1016519,0,677,5200,23244,35.6666666666667,646.335294117647,18
2045,1017561,0,774,1100,210,29.8571428571429,179.2324,9
2046,1017888,0,775,700,207,29,890,122
2047,1018176,1,597,1000,380,41,238.25,158
2048,1018458,0,631,1700,1445,287,299.19,19
2049,1019001,0,813,500,367,15.5333333333333,80.65375,5
2050,1019496,1,306,600,856,20,79.425,224
2051,1019823,1,336,3100,5138,20,1134.75714285714,208
2052,1020130,1,658,900,592,1,823,179
2053,1020308,0,418,500,159,149,91.76,49
2054,1020310,0,775,1000,766,130,307.128888888889,23
2055,1020311,0,634,1400,66,83.5,79.3,42
2056,1020836,0,523,1000,170,116.5,575.933333333333,97
2057,1021083,0,581,1800,1118,23.7142857142857,204.520666666667,5
2058,1022041,1,533,1200,261,29.7272727272727,134.86,21
2059,1022045,1,592,900,1223,16.2857142857143,333.575,219
2060,1022144,1,592,800,890,17.8333333333333,151.1,21
2061,1022303,0,712,700,486,59.4,149.7,10
2062,1022625,1,729,2100,224,21.6666666666667,421.43,275
2063,1022883,0,709,1800,753,31.2222222222222,206.47,14
2064,1022912,1,725,3600,443,30.3636363636364,345.82,9
2065,1023464,1,469,500,93,11.7586206896552,89,14
2066,1024065,0,712,6000,7901,40,1428.6,222
2067,1024287,0,588,1000,3255,54.75,258,6
2068,1024296,0,846,950,710,112,552,15
2069,1025536,1,466,1000,1723,29.4166666666667,162.4775,4
2070,1025700,0,837,2100,142,79.3333333333333,119.95,9
2071,1027030,0,601,1400,11467,70.5,104.6,124
2072,1027245,0,500,1000,1075,25,100.44,4
2073,1027400,0,717,1900,1297,69.5,106.943333333333,17
2074,1027575,0,521,1400,3427,59.5,220.775714285714,4
2075,1027710,0,766,900,570,55.75,204.8,15
2076,1027912,0,715,600,415,99.5,519.633333333333,3
2077,1027944,1,521,2400,4088,15.2857142857143,98.1875,154
2078,1028132,0,799,1700,314,88,177.64,8
2079,1028345,0,854,12000,448,32,504.923333333333,9
2080,1029286,0,766,800,1105,27,227.7,12
2081,1029319,0,590,900,636,32,62.6931111111111,2
2082,1029594,1,555,700,1474,7.33333333333333,703.41,308
2083,1029627,1,605,1000,661,1,203.4,146
2084,1030602,0,490,900,646,40,846.9,158
2085,1031111,1,507,2800,1076,5,507.3,18
2086,1031685,0,578,1000,424,29.2222222222222,299,83
2087,1032391,1,531,500,546,17.5,29.796,19
2088,1033015,0,442,1200,1145,175,158.938571428571,0
2089,1033537,0,720,1100,215,139.5,93.3,10
2090,1033824,1,349,6700,5730,17.6666666666667,615.821428571429,217
2091,1034338,0,638,500,500,71.5,177.35,0
2092,1034577,0,595,2800,3600,41,553.198181818182,0
2093,1035239,1,564,900,767,27.8333333333333,73.5376923076923,9
2094,1035927,1,366,950,149,18.2222222222222,392.735,178
2095,1036253,0,723,800,127,82,151.32,8
2096,1037024,0,504,1000,985,102.333333333333,236.95,21
2097,1037038,1,691,800,1319,16.2380952380952,22.5918181818182,14
2098,1037203,0,552,500,422,71.75,106.64,4
2099,1037380,0,660,500,343,106,301.5,35
2100,1037749,0,727,1800,295,50,248.384,55
2101,1037788,0,697,1500,1579,19,106.888333333333,17
2102,1038390,0,435,500,462,87.6666666666667,317.675,19
2103,1039226,0,691,2100,2670,159,508.583,4
2104,1039344,1,607,500,887,28,165.5,19
2105,1039668,1,556,1800,221,19.3333333333333,1589,248
2106,1040015,0,446,1300,1262,68.8,151.816666666667,1
2107,1040020,1,467,2200,3164,31,356.825,177
2108,1040393,1,471,900,334,129.5,178.5,87
2109,1042042,1,764,2000,2105,25.6923076923077,217.823076923077,14
2110,1042098,1,521,500,384,8.28947368421053,34.9,27
2111,1042281,0,377,900,797,278,492.65,9
2112,1043215,0,505,1000,2320,66,332.375,46
2113,1043243,0,708,1600,2617,37.7777777777778,401.507,11
2114,1043546,1,683,2400,866,7,144.3,152
2115,1043971,1,486,800,845,18.6666666666667,237.095,286
2116,1043993,1,580,500,449,196,112.746363636364,146
2117,1044531,1,377,500,299,39.1428571428571,111.75,21
2118,1045359,1,635,1200,1118,14,1178,156
2119,1045456,1,447,1600,3776,20.875,268.358333333333,4
2120,1045483,1,432,3200,4160,10.3333333333333,207.13125,202
2121,1046248,1,424,800,2803,17.0526315789474,198.6,24
2122,1046267,0,646,1400,1490,52.1666666666667,168.0775,0
2123,1046524,0,581,500,443,63.6,103.316666666667,2
2124,1047115,1,416,700,1128,19,249,239
2125,1047199,0,700,2200,3242,26.5,141.88,18
2126,1047480,1,679,600,339,230,424.4,128
2127,1047933,0,441,500,623,29.4,333.57,9
2128,1047942,0,814,2000,1757,83,223.788571428571,9
2129,1048275,0,837,2300,4397,17.5789473684211,211,29
2130,1048823,1,338,500,1043,7.5,117.09,281
2131,1048832,1,791,4500,457,21.75,1004.22,29
2132,1048953,1,511,500,1241,27.8333333333333,137.915,14
2133,1049083,1,636,2400,419,18.8947368421053,399.5,4
2134,1049235,1,568,600,375,15.6086956521739,69.85,4
2135,1049324,1,451,500,892,13.56,470.15,4
2136,1049371,0,644,1400,3424,9.97142857142857,379,4
2137,1049562,0,310,800,206,83,186.628571428571,8
2138,1049626,1,388,2600,3059,31.7272727272727,113.4,14
2139,1049714,0,713,500,403,38.125,65.5288888888889,38
2140,1050953,1,495,800,279,15,58.5166666666667,24
2141,1051041,0,730,500,184,42,75,1
2142,1051244,1,474,900,679,10.6,168.166666666667,233
2143,1051466,0,631,1600,1376,77.5,90.0333333333333,12
2144,1051635,1,599,500,171,110,93.1525,34
2145,1051877,0,429,500,386,76.6666666666667,131.8,9
2146,1051977,1,409,550,1363,14.3333333333333,117.725,9
2147,1052626,1,797,3400,2184,16,114.9,306
2148,1052794,0,674,800,253,74.3333333333333,194.35,22
2149,1053198,1,506,600,689,15.5,93.68,135
2150,1053236,0,774,3200,327,104,376.945,0
2151,1053301,1,513,5200,6921,16.8571428571429,349.5975,27
2152,1053726,1,629,600,288,13.75,65.06,290
2153,1053855,1,390,1500,2418,23.5,86.176,265
2154,1054611,1,648,1300,2338,66.6,45,26
2155,1055149,1,435,1400,3316,16,360.0025,216
2156,1055458,1,486,1300,3928,5,3234.51,289
2157,1055713,1,609,1400,3332,22.3333333333333,217.885714285714,2
2158,1056095,0,709,500,58,58.8,48.0933333333333,52
2159,1056305,1,545,1800,877,7,151.9,343
2160,1056760,1,426,1700,662,11,389,147
2161,1056764,0,727,1000,839,15.4545454545455,127.450612244898,4
2162,1057737,0,680,1800,75,88,263.233333333333,2
2163,1057741,0,325,500,83,54,129,19
2164,1059927,0,537,1200,111,63.4,244.681666666667,9
2165,1061261,0,836,5400,15432,151,73.9,3
2166,1061598,0,656,1800,261,56,353.8,57
2167,1062131,0,593,3300,5179,40.5,851.956666666667,4
2168,1062193,0,690,2100,877,68.5,932.333333333333,198
2169,1063174,1,338,1300,2211,13.75,284.175,228
2170,1063718,0,672,4300,3103,147,168.5,2
2171,1063977,1,522,2200,15521,1.66666666666667,581.6225,351
2172,1064344,1,648,800,542,19.25,255.966666666667,53
2173,1064437,0,736,2600,3285,28,898,89
2174,1064723,0,735,1800,2219,37.3333333333333,177.090625,6
2175,1065104,1,476,700,215,24,219,34
2176,1065407,0,709,1200,270,40.6,188.441666666667,29
2177,1065976,0,618,500,271,33.4,99.9,21
2178,1066563,1,445,900,1668,14,148.75,319
2179,1067199,0,535,800,889,30,151.561818181818,24
2180,1067308,1,480,1200,3012,16.8,97.145,264
2181,1067758,0,629,3200,9491,194,351.45,0
2182,1067871,1,358,1000,629,32.25,172.395,208
2183,1068103,1,458,700,1548,28,2248.9,4
2184,1068763,1,490,700,505,10.4848484848485,45.34,16
2185,1069225,1,498,500,451,10.4411764705882,144.22,3
2186,1069503,1,513,2100,2826,16.5,122.418571428571,215
2187,1069644,1,698,600,542,23.8,386.253333333333,241
2188,1069754,0,823,1400,164,88.5,351.633333333333,82
2189,1070345,1,479,700,830,19.6666666666667,47.85,4
2190,1070632,0,647,1000,274,78.5,124.12,1
2191,1071426,0,668,1200,78,102,127.72,66
2192,1072137,0,676,1900,3408,39.8333333333333,233.78875,58
2193,1072138,0,597,1300,953,118,84.4,9
2194,1072299,0,793,6600,527,36.8888888888889,926.336,1
2195,1072329,1,528,800,913,38.7777777777778,267.9,9
2196,1073093,0,523,800,139,201,143.9,1
2197,1073488,1,672,1600,1909,25.5,274.266666666667,4
2198,1073823,1,363,600,2231,23.8571428571429,99.8666666666667,9
2199,1074206,1,529,1000,800,29.5,694.395,9
2200,1074437,0,693,900,939,14.3,321.779090909091,6
2201,1074688,1,554,500,761,30.5,216.68,224
2202,1074868,1,401,800,3219,33,86.935,326
2203,1075301,1,536,1250,1348,18,179.9,9
2204,1076016,1,585,4000,183,17,82.8,4
2205,1076054,1,643,1000,1334,224,178.4,75
2206,1076333,1,644,2900,8825,6.23529411764706,241.9,4
2207,1076827,0,576,2450,1410,65.5,1200.9,13
2208,1077169,0,597,700,724,36.7777777777778,306.227,4
2209,1077596,0,663,500,193,53.3333333333333,199.811428571429,31
2210,1077842,1,625,2500,4400,19.9411764705882,399,24
2211,1079958,1,538,2000,2694,25.6923076923077,358.613333333333,29
2212,1080257,1,450,900,701,76,603.225,2
2213,1081202,0,741,500,485,60.2,189.27,0
2214,1081347,0,606,1100,1201,152.5,299.843333333333,1
2215,1081607,0,779,500,151,181,238.9,4
2216,1081656,0,594,700,260,32.4545454545455,303.84,6
2217,1081691,0,525,500,395,172,361.5,39
2218,1082483,0,361,500,304,75.5,81.0633333333333,4
2219,1082619,1,502,1500,2995,30.3636363636364,1733.655,4
2220,1082910,0,494,800,782,46.5,259.19,4
2221,1082931,1,514,800,1979,14,73.4766666666666,9
2222,1083372,1,359,500,683,21,62.215,113
2223,1083407,0,456,500,381,90,81.1666666666667,0
2224,1085301,1,529,1800,1115,21,161.5,4
2225,1099415,0,638,1200,120,174,219.555,65
2226,1100481,0,408,500,72,48.1666666666667,222.8,16
2227,1101929,0,431,800,848,76.5,240,4
2228,1108748,0,588,700,1067,76.5,238.833333333333,29
2229,1111236,0,606,3000,508,103,178.213333333333,23
2230,1115013,1,578,500,490,27,291.452142857143,2
2231,1123683,0,326,1500,1338,111,239.733333333333,7
2232,1125702,0,566,1200,212,70,151.4825,9
2233,1133119,1,193,500,335,23,95.795,19
2234,1136862,1,616,500,904,16.65,353.282,29
2235,1136867,1,499,600,2624,12.8333333333333,101.13,223
2236,1148875,0,531,700,673,7.48780487804878,112.93619047619,55
2237,1159671,0,574,1500,2312,67.25,152.56,26
2238,1164054,0,505,1000,1090,48,238.308571428571,31
2239,1168579,0,638,2300,2546,51.4,135.741666666667,14
2240,1172058,0,648,4800,2825,42,379.06,5
2241,1174076,1,647,1000,397,67.4,58.9666666666667,16
2242,1175410,0,737,700,500,68.6,419,8
2243,1179725,1,346,1100,434,9.5,222.713333333333,280
2244,1181044,0,394,1800,1639,69,202.6,70
2245,1182124,0,561,800,730,66.5,81.9666666666667,4
2246,1184402,0,721,1600,3889,52.2,1012.86333333333,24
2247,1185611,0,769,1200,1444,37.1428571428571,360,20
2248,1185899,1,230,1300,6243,25,216.46,4
2249,1188567,1,666,1000,838,18.1578947368421,266.883333333333,3
2250,1190245,1,665,2800,4181,15.3846153846154,136.95,17
2251,1198173,0,485,3800,3757,57.2,3799.99,35
2252,1200199,0,762,500,230,278,132.79,29
2253,1204701,0,520,1200,1182,41.3333333333333,155.361538461538,35
2254,1204908,1,445,600,1065,13.6666666666667,79.8,245
2255,1208995,0,541,700,393,50,102.833333333333,4
2256,1209002,1,457,1000,1352,10,297.8,4
2257,1216153,1,583,2300,2653,2,1396.8,172
2258,1216503,0,625,1800,163,50.6666666666667,359.7,19
2259,1221041,1,463,500,2245,20,320.975555555556,19
2260,1222238,1,310,600,8418,8.69565217391304,37.175,151
2261,1223197,1,597,500,702,29,160.05,124
2262,1225412,1,683,600,124,18.4736842105263,215.35,2
2263,1225983,0,625,500,438,50,487.495,10
2264,1231645,0,606,800,708,64.8,105.843333333333,9
2265,1234541,1,640,500,373,25.6,290,35
2266,1241629,0,728,1000,132,30.6666666666667,240.996363636364,35
2267,1246059,0,626,2400,1929,129.5,206.266666666667,29
2268,1248170,0,773,600,138,47.3333333333333,246.604285714286,14
2269,1249435,0,529,900,313,55,260.385714285714,19
2270,1252265,1,411,500,491,24.5555555555556,146.75,36
2271,1253007,0,631,500,408,103,115.255,1
2272,1253136,1,473,500,131,8.16666666666667,114.97,305
2273,1255089,1,483,600,1116,13.1333333333333,126.475625,164
2274,1255343,0,532,900,1221,70,317.725,24
2275,1256041,0,692,800,599,115.5,177.394444444444,7
2276,1256779,0,366,700,737,281,91.32,31
2277,1257068,1,383,1200,2457,23,190,9
2278,1257523,1,521,1000,3789,19.1666666666667,769.68,222
2279,1259532,1,406,800,2166,22.5,149.943333333333,4
2280,1261613,1,540,700,589,35,2088,270
2281,1262470,1,212,800,1921,13.3333333333333,154.611,39
2282,1264007,0,713,6900,2665,32.0909090909091,322.485833333333,1
2283,1264657,0,565,1300,302,28.6666666666667,78.8,6
2284,1265470,1,459,600,392,3,294.1,156
2285,1267094,1,390,1800,2882,28.5,197.2,125
2286,1267397,1,291,1000,163,30.3333333333333,147.35,80
2287,1267910,1,690,3300,1174,34.4444444444444,95.837,33
2288,1270478,1,344,1000,503,21.8,282,127
2289,1271132,0,803,8000,1409,153,371.628571428571,35
2290,1272437,1,376,600,472,16.4545454545455,418.9,24
2291,1272468,0,747,600,354,44.6,129.505833333333,4
2292,1275585,0,660,1000,619,43.4,226.216666666667,52
2293,1276009,0,243,500,501,53.6,61.29,71
2294,1278233,0,652,800,543,56,90.1727272727273,0
2295,1278955,0,623,500,371,42,717,24
2296,1283453,1,407,670,3831,18.5555555555556,44.9073684210526,14
2297,1285649,1,495,960,5293,13.0384615384615,47.4775,4
2298,1285668,1,415,500,242,15.8,92.05,9
2299,1291199,0,487,500,509,136.5,499,2
2300,1302626,1,381,1000,203,24.1538461538462,1107.4,2
2301,1303570,1,725,1100,120,30.3636363636364,343.075,19
2302,1304748,1,539,1000,270,15.3913043478261,501.98,4
2303,1305987,0,501,700,669,37.5714285714286,599,9
2304,1316663,1,453,1200,460,43.5,399,4
2305,1328546,1,579,1900,1266,19,379.32,34
2306,1329270,1,215,1000,758,24.2222222222222,116.758,24
2307,1331113,0,741,4600,869,34.3,150.364545454545,3
2308,1340306,1,550,500,572,9.42105263157895,142.4,4
2309,1347251,1,519,1400,665,16.3333333333333,248.5,54
2310,1348329,1,643,700,459,2,654.585,275
2311,1349215,0,782,1300,497,25.6666666666667,190,1
2312,1352521,1,397,600,2421,17.8,287.62,4
2313,1352904,1,534,500,147,30.4,579.45,44
2314,1353871,1,556,800,4439,33.4,2625,29
2315,1354665,0,739,1000,272,159.5,340.533333333333,12
2316,1401871,0,680,700,211,20,118.3,0
2317,1402555,1,396,500,669,206,299.95,99
2318,1403106,0,703,1800,665,62,249.983333333333,14
2319,1404158,0,829,900,340,32.2222222222222,177.639,0
2320,1404943,0,589,500,270,63.8,198.8,4
2321,1405241,0,575,1000,1621,76,285.9,9
2322,1405832,1,661,1400,323,20,1238.5,141
2323,1405940,0,464,500,549,31.8,176.783333333333,163
2324,1406124,0,587,1900,2010,52,335.573636363636,39
2325,1406132,1,423,2300,1003,48.4,134.205,117
2326,1407256,1,400,1000,3116,8.16,112.013076923077,96
2327,1407684,0,801,4400,92,32.75,93.2444444444444,22
2328,1408623,0,663,1800,115,124,184.966666666667,23
2329,1408969,0,588,500,535,91,101.533333333333,14
2330,1409203,0,883,500,90,53.2,61.7966666666667,17
2331,1409265,0,540,1800,3668,26.9,77.8036363636364,17
2332,1409860,0,576,700,737,33.4,61.07,24
2333,1410311,0,562,1600,4619,128.5,463.58275862069,16
2334,1410350,0,639,600,368,77.75,277.02,19
2335,1410380,1,453,500,221,25.6923076923077,240.355,4
2336,1410540,0,625,1000,941,108.5,288.311176470588,10
2337,1411025,0,685,3300,157,29.25,225.445,90
2338,1411269,0,721,500,375,123.5,133.191818181818,1
2339,1412450,0,680,500,590,35,657,18
2340,1412761,0,546,2500,2220,46.3333333333333,237.175,15
2341,1413240,1,713,2400,1285,20.8125,30.4882352941176,29
2342,1413805,1,739,1500,56,30.3636363636364,139.393333333333,24
2343,1414096,1,477,1700,5747,21,153.435,248
2344,1414114,0,640,1400,704,76.5,93.2105882352941,15
2345,1415121,0,773,4000,478,72,265.875,3
2346,1415190,1,521,500,164,22.75,68,19
2347,1417131,1,410,2100,1724,17.3333333333333,85.8525,311
2348,1418040,0,545,500,371,39,95.9357142857143,9
2349,1419184,1,584,1000,366,15.6666666666667,282.3,29
2350,1419191,1,519,1800,1671,22,239.891136363636,15
2351,1419241,1,265,500,722,16.1428571428571,151.13,14
2352,1419463,1,708,4100,169,31.7272727272727,140.35,4
2353,1419730,0,627,1100,1962,111.333333333333,599,20
2354,1419899,0,662,1500,1378,150,199.35,1
2355,1420113,1,685,5900,10060,11.3333333333333,1103.9,228
2356,1420288,1,716,2800,1858,15,147.725,9
2357,1421383,1,385,2300,3066,51,525.754444444444,233
2358,1421404,0,642,1600,382,81.25,173.02,8
2359,1421456,0,524,600,722,110,72.9333333333333,24
2360,1421716,1,591,500,445,25.5,67.84,277
2361,1422166,0,620,500,278,80.5,162.722,2
2362,1422663,1,548,600,469,23.2142857142857,29.3233333333333,34
2363,1423326,1,271,2100,1731,22.2727272727273,290.8,93
2364,1424329,0,625,1200,581,38.6,124.916666666667,113
2365,1425777,0,555,600,749,29.5,199,71
2366,1427275,0,737,600,316,42.5,139.968571428571,70
2367,1427564,1,666,2000,3394,22.0714285714286,206.54,29
2368,1428300,1,485,500,1172,14,805.633333333333,333
2369,1428344,0,751,500,531,27.3333333333333,161.846666666667,4
2370,1428356,1,630,600,256,248,327,17
2371,1429011,0,700,2300,3412,88.6666666666667,703.225,71
2372,1429123,1,482,600,788,21.6875,32.8545454545455,4
2373,1432369,0,564,600,307,51.3333333333333,128.125,15
2374,1432987,1,704,500,422,27.3636363636364,65.95,13
2375,1433105,1,522,1000,870,18,116.9,6
2376,1433582,1,487,1600,1726,30.3333333333333,874.9,14
2377,1434130,0,549,700,642,92,102.731764705882,27
2378,1434912,1,313,1300,5652,13.56,236.635,24
2379,1435035,1,478,500,965,19,147.633333333333,219
2380,1436840,1,515,500,170,47.5,154.156666666667,158
2381,1437288,1,683,500,447,43,182.633333333333,10
2382,1449060,1,554,900,1841,8.625,44.05,218
2383,1449289,1,417,500,270,30,126.55,320
2384,1449393,1,369,900,810,25.3333333333333,169.760769230769,60
2385,1449970,0,769,1300,133,60,321.8,12
2386,1450116,1,447,800,792,19.8,179.7,152
2387,1450412,1,700,800,563,14,165.495,236
2388,1451188,1,517,700,1090,22.4285714285714,308.342,44
2389,1451459,0,819,700,68,58.5,249,1
2390,1451575,1,515,900,1353,10.8,604.836666666667,234
2391,1451587,0,648,2300,8444,82.6666666666667,840.29,0
